Interprete,Album,Track,Tema
"FRESEDO, OSVALDO",SUS EXITOS CON O.SERPA Y R. RUIZ,20,PLEGARIA
FRESEDO OSVALDO,TANGO MIO,17,PLEGARIA
"FRESEDO, OSVALDO",TANGO MILONGUERO,1,PLEGARIA
MAGLIO JUAN PACHO,PACHO,20,PLEGARIA
CHANEL ROBERTO,EU 16014,10,PLEGARIA AL SEÑOR
CHANEL ROBERTO,EU 16014,10,PLEGARIA AL SEÑOR
CHANEL ROBERTO,EU 16014,10,PLEGARIA AL SEÑOR
"SASSONE, FLORINDO","SASSONE, FLORINDO 78 RPM 1947/56",20,PLEITO MALEVO
"MADERNA, OSMAR","MADERNA, OSMAR 1946--1952",6,PLOMO
"MADERNA, OSMAR","MADERNA, OSMAR VOL. 02 (1947/1949)",3,PLOMO
D AMARIO VICTOR,D AMARIO VICTOR (1951-1953),18,PLUMITA
"DE ANGELIS, ALFREDO","LOS DUOS DE MARTEL J.--DANTE, C.",10,PNCHE
DI SARLI CARLOS,EU 16010,5,POBRE BUZON
DI SARLI CARLOS,EU 16010,5,POBRE BUZON
DI SARLI CARLOS,EU 16010,5,POBRE BUZON
DI SARLI CARLOS,DI SARLI-FLORIO-DURAN,11,POBRE BUZON
"CALDERON, ALDO",COLECC. 78 RPM 1952 - 1957,3,POBRE DE ELLOS
"DE ANGELIS, ALFREDO","LOS DUOS MARTEL, J. -- DANTE, C.",12,POBRE FLOR (PRIMERA ILUSION)
DE ANGELIS ALFREDO,ACORDES PORTEÑOS,25,POBRE FLOR
CORDÓ OSVALDO,COL 5007,4,POBRE GALLO BATARAZ
DI PALMA CLAUDIO,CUANTAS NOCHES,10,POBRE GALLO BATARAZ
"MONTERO, MIGUEL",SI TUVIERA 20 ABRILES,20,POBRE GALLO BATARAZ
GÓMEZ ALBERTO,COL 5008,23,POBRE GITANA
"D ARIENZO, JUAN",COLECC 78 RPM. 1941-1944,10,POBRE MASCARITA
CALO MIGUEL,MIGUEL CALO.SUS EXITOS CON ROBERTO ARRIETA,15,POBRE MI MADRE QUERIDA
CASTILLO ALBERTO,ALBERTO CASTILLO.TANGO Y VALSES,20,POBRE MI MADRE QUERIDA
"MONTERO, MIGUEL",SI TUVIERA 20 ABRILES,8,POBRE MI MADRE QUERIDA
TROILO ANÍBAL CUARTETO,COL 5002,18,POBRE MI MADRE QUERIDA
MAIZANI AZUCENA,PERO YO SE,17,POBRE MILONGA
LOMUTO FRANCISCO,PERFUME DE MUJER,8,POBRE MUCHACHA
"LOMUTO, FRANCISCO",PERFUME DE MUJER,8,POBRE MUCHACHA
CALO MIGUEL,"MIGUEL CALO.SUS EXITOS CON PODESTA,ORTIZ Y BERON",11,POBRE NEGRA
"CALO, MIGUEL",CUANDO TALLAN LOS RECUERDOS 1943,13,POBRE NEGRA
DE LA FUENTE OSCAR,ASI CANTA HORACIO PALMA,12,POBRE PIERROT
FRESEDO OSVALDO,MALDONADO,3,POBRE RANCHO
DONATO EDGARDO,CORRALES VIEJOS,2,POBRE SOÑADOR
DONATO EDGARDO,EL HURACAN,4,POBRE SOÑADOR
"DONATO, EDGARDO","DONATO, EDGARDO 1933 -- 1941",1,POBRE SOÑADOR
"MONTERO, MIGUEL",SUS PRIMERAS GRABACIONES,4,POBRE ZORZAL
"MAGLIO, JUAN (PACHO)",SABADO INGLES,7,POCA COSA
LAURENZ PEDRO,VOLUMEN 1,18,POCA SUERTE
"TANTURI, RICARDO",TANGOS DE MI CIUDAD,12,POCAS PALABRAS
CANARO FRANSISCO,FRANSISCO CANARO.CANTA EDUARDO ADRIAN,17,POCO A POCO DESPACITO
"CANARO, FRANCISCO",EN EL VIEJO CAFE 1941/1944,10,POCO A POCO DESPACITO
CANARO FRANSISCO,FRANSISCO CANARO.CANTA ROBERTO MAIDA VOL 2,7,POEMA
PACHECO HECTOR Y SU ORQUESTA,TANGOS ROMANTICOS,19,POEMA
FIRPO ROBERTO,DE VUELTA AL PAGO,6,POEMA DEL VIEJO BALCON
"ROTUNDO, FRANCISCO","ROTUNDO, PARA RECORDARLO",14,POEMA PARA MI MADRE
"DI SARLI, CARLOS",TANGUEANDO TE QUIERO,14,POEMA TRISTE
FRESEDO OSVALDO,TANGO MIO,15,POLIYA
"FRESEDO, OSVALDO",VUELVES 1937/1939,20,POLIYA
DAGOSTINO ANGEL,EU 16011,10,POLVORIN
DAGOSTINO ANGEL,EU 16011,10,POLVORIN
DAGOSTINO ANGEL,EU 16011,10,POLVORIN
"D ARIENZO, JUAN",COLECC. 78 RPM 1941-1944,3,POMPAS DE JABON
TROILO ANÍBAL,COL 5001,14,POMPAS DE JABÓN
"REYES, TITO",DURAN -- REYES,24,PONCHO AGUJEREADO
"OCAMPO, CARLOS MONTBRUN",PARA CUYO,6,PONGALE POR LAS HILERAS
"DURAN, JORGE",DURAN -- REYES,5,POR LIMOSNA NO
"DURAN, JORGE",DURAN -- REYES,9,POR QUERERLA ASI
FRANCINI-PONTIER,VOLUMEN 2,10,POR H O POR B
CASAL JORGE,LA ULTIMA CITA,19,POR ALGO SOY EL MARIDO
"CASAL, JORGE",COLECC .78 RPM 1952 - 1957,16,POR ALGO SOY EL MARIDO
"MAFFIA, PEDRO","JUVENTUD MAFFIA, PEDRO 1929/1930",9,POR AMARTE
CANARO FRANCISCO,ALMA PORTEÑA,21,POR DONDE ANDARA
"CARABELLI, ADOLFO",ADOLFO CARABELLI 1927-1935,10,POR DONDE ANDARÁ
"CARABELLI, ADOLFO",INSPIRACION (1931/1934),9,POR DONDE ANDARA
CASAL JORGE,LA ULTIMA CITA,3,POR DONDE ANDARA
"D ARIENZO, JUAN",COLOR CIELO 1944/1947,18,POR DOS CAMINOS
"MONTERO, MIGUEL",SUS PRIMERAS GRABACIONES,9,POR EL
"DI SARLI, CARLOS",CON ALMA Y VIDA 1951/53,6,POR EL CAMINO (2DA. VERSION)
DI SARLI CARLOS,NIDO GAUCHO,24,POR EL CAMINO
"DI SARLI, CARLOS",DI SARLI --- PODESTA VOL. 2,19,POR EL CAMINO
ORQUESTA TIPICA VICTOR,BAILARIAS,22,POR EL CAMINO
"SALGAN, HORACIO",SILBANDO,11,POR EL CAMINO
CANARO FRANCISCO,BAR EXPOSICION,7,POR ESA MUJER DE CARNAVAL
"CANARO, FRANCISCO",ADIOS JUVENTUD 1933,4,POR ESA MUJER DE CARNAVAL
GOBBI ALFREDO,VOLUMEN 2,22,POR ESO CANTO ASI
GOBBI ALFREDO,EU (1951-1957),2,POR ESO CANTO ASI
GOBBI ALFREDO,EU (1951-1957),2,POR ESO CANTO ASI
GOBBI ALFREDO,EU (1951-1957),2,POR ESO CANTO ASI
"GOBBI, ,ALFREDO",ALFREDO GOBBI Y SUS CANTORES,2,POR ESO CANTO ASI
RODRIGUEZ ENRIQUE,MOTIVO SENTIMENTAL,11,POR ESO CANTO YO
DE ANGELIS ALFREDO,ACORDES PORTEÑOS,22,POR ESO GRITO
DARIENZO JUAN,YO ME PRESENTO AQUI,11,POR ESO VENGO A CANTAR
ORQUESTA TIPICA VICTOR,BAILARIAS,9,POR ESTA CRUZ
"CASAL, JORGE",COLECC 78 RPM 1952 - 1957,14,POR FAVOR DEJAME
"FRESEDO, OSVALDO",SUS EXITOS CON O. SERPA Y R. RUIZ,8,POR LA CUESTA ARRIBA
CALO MIGUEL,MIGUEL CALO.RECORDANDO VIEJOS TEMAS,4,POR LA CUESTA ARRIBA
"FRESEDO, OSVALDO",TANGO MILONGUERO,17,POR LA CUESTA ARRIBA
CANARO FRANSISCO,FRANSISCO CANARO.MILONGUEANDO CON CANARO,7,POR LA GUELLA
BIAGI RODOLFO,"RODOLFO BIAGGI.SUS EXITOS CON DUVAL,HEREDIA",16,POR LA HUELLA
BIAGI RODOLFO,TANGO Y MILONGA,28,POR LA HUELLA
RACCIATTI DONATO,LINDO TIEMPO...,14,POR LA MISMA SENDA
BASSO JOSE,POR LA VUELTA,1,POR LA VUELTA
"D ARIENZO, JUAN",B. BELGRANO -- MAS GRANDE QUE NUNCA,16,POR LA VUELTA
"GALATRO, TITA",VOCES FEMENINAS RCA 78 RCA 1927/1962,5,POR LA VUELTA
GIACCONE HUGO,Y SIGO AQUI,9,POR LA VUELTA
MIRANDA NINA,POR LA VUELTA,1,POR LA VUELTA
PACHECO HECTOR Y SU ORQUESTA,TANGOS ROMANTICOS,4,POR LA VUELTA
"MONTERO, MIGUEL",SUS MAS GRANDES CREACIONES,15,POR LAS CALLES DE LA VIDA
CANARO FRANCISCO,SENCILLO Y COMPADRE,8,POR LAS CALLES DE LA VIDA
CANARO FRANSISCO,FRANSISCO CANARO.TANGOS INOLVIDABLES DEL 40,10,POR LAS CALLES DE LA VIDA
TROILO ANIBAL,VOLUMEN 3,2,POR LAS CALLES DE LA VIDA
"VIDAL, J.---MORAN, A.",RECORDANDO SUS EXITOS,13,POR LIMOSNA NO
"CASAL, JORGE",COLECC. 78 RPM 1952 - 1957,19,POR LIMOSNA NO
DI SARLI CARLOS,COL 5005,5,POR LIMOSNA NO
FIGARI CARLOS,FIGARI-DO REYES,3,POR LIMOSNA NO
FIGARI CARLOS,FIGARI-DO REYES,3,POR LIMOSNA NO
LOMUTO FRANCISCO,PERFUME DE MUJER,16,POR MI MADRE
"LOMUTO, FRANCISCO",PERFUME DE MUJER,16,POR MI MADRE
BALIOTTI ARMANDO SEXTETO,BALIOTTI-KAPLUN,1,POR QUE
"CARABELLI, ADOLFO",INSPIRACION (1931/1934),4,POR QUE
FRESEDO OSVALDO,LOS MEJORES INSTRUMENTALES,5,POR QUE
"FRESEDO, OSVALDO",TIGRE VIEJO COLEC. 78 RPM 1933 - 1948 -,16,POR QUE
DENIS AIDA,EL TANGO EN LA TV,3,POR QUE LA QUISE TANTO
TROILO ANIBAL,VOLUMEN 17,20,POR QUE LA QUISE TANTO
DI SARLI CARLOS,EU 16010,2,POR QUE LE LLAMAN AMOR?
DI SARLI CARLOS,EU 16010,2,POR QUE LE LLAMAN AMOR?
DI SARLI CARLOS,EU 16010,2,POR QUE LE LLAMAN AMOR?
ACUÑA CARLOS,COL 5007,15,POR QUÉ ME DAS DIQUE?
PUGLIESE OSVALDO,VAYAN SALIENDO,19,POR QUE NO HAS VENIDO
DE ANGELIS ALFREDO,RADIALES INEDITAS,3,POR QUE TE HABRE CONOCIDO
DOMINGUEZ ANGEL,EU 16014,15,POR QUE TE QUIERO ASI
DOMINGUEZ ANGEL,EU 16014,15,POR QUE TE QUIERO ASI
DOMINGUEZ ANGEL,EU 16014,15,POR QUE TE QUIERO ASI
DI SARLI CARLOS,NUBES DE HUMO,14,POR QUERERLA ASI
DI SARLI CARLOS,SEGUNDA EPOCA,19,POR QUERERLA ASI
CANARO FRANCISCO,ALMA PORTEÑA,12,POR QUERERTE
FRANCINI-PONTIER,VOLUMEN 4,18,POR SEGUIDORA Y POR FIEL
FRANCINI-PONTIER,1951/1955,3,POR SEGUIDORA Y POR FIEL
BIAGI RODOLFO,"RODOLFO BIAGGI.SUS EXITOS CON DUVAL,HEREDIA",5,POR TENER UN CORAZON
"D ARIENZO, JUAN",B. BELGRANO--MAS GRANDE QUE NUNCA,6,POR TU CULPA TE PERDI
CANARO FRANCISCO,BAR EXPOSICION,16,POR TU QUERER
BIAGI RODOLFO,PINTA ORILLERA,8,POR UN BESO DE AMOR
PUGLIESE OSVALDO,PASIONAL,15,POR UN CARIÑO
DI SARLI CARLOS,EU 16010,23,POR UN TE QUIERO
DI SARLI CARLOS,EU 16010,23,POR UN TE QUIERO
DI SARLI CARLOS,EU 16010,23,POR UN TE QUIERO
DIAZ HUGO,TANGOS EN ARMONICA,9,POR UNA CABEZA
GARDEL CARLOS,VOLUMEN 2,1,POR UNA CABEZA
LAS ROSITAS,ESTACIONES,8,POR UNA CABEZA
RACCIATTI DONATO,LINDO TIEMPO...,22,POR UNA CABEZA
SEOANE ANTONIO,GARDELIANOS,9,POR UNA CABEZA
FRANCINI-PONTIER,VOLUMEN 4,19,POR UNA MALA MUJER
FRANCINI-PONTIER,AUT 6002,16,POR UNA MALA MUJER
MAURÉ HÉCTOR,COL 5010,5,POR UNA MUJER
CHANEL ROBERTO,EU 16014,8,POR UNA MUÑECA
CHANEL ROBERTO,EU 16014,8,POR UNA MUÑECA
DEL RIO ALFREDO,COL 5013,4,POR UNA MUÑECA
DEL RIO ALFREDO,COL 5013,4,POR UNA MUÑECA
DEL RIO ALFREDO,COL 5013,4,POR UNA MUÑECA
DEL RIO ALFREDO,COL 5013,4,POR UNA MUÑECA
DEL RIO ALFREDO,COL 5013,4,POR UNA MUÑECA
FRANCINI-PONTIER,BATC 89227,12,POR UNA MUÑECA
FRANCINI-PONTIER,1951/1955,19,POR UNA MUÑECA
GOBBI ALFREDO,VOLUMEN 3,10,POR UNA MUÑECA
"CALO, MIGUEL","CALO, MIGUEL Y SUS CANTORES",16,POR UNOS OJOS NEGROS
FRANCINI-PONTIER,BATC 89227,18,POR UNOS OJOS NEGROS
FRANCINI-PONTIER,1951/1955,22,POR UNOS OJOS NEGROS
ROSSI CARLOS,HECHO A TANGOS,12,POR UNOS OJOS NEGROS
BASSO. JOSE,DONDE ESTAS JAPONESITA 1970,17,"POR VOS, FILOSOFIA"
CANARO FRANSISCO,FRANSISCO CANARO.SUS EXITOS CON ERNESTO FAMA,5,POR VOS... YO ME ROMPO TODO
"DURAN, JORGE",DURAN -- REYES,10,PORDIOSEROS
"PUGLIESE, OSVALDO",SUS EXITOS CON ALBERTO MORAN VOL. 2,17,PORQUE
FRESEDO OSVALDO,TANGO GRIS,5,PORQUE
"FRESEDO, OSVALDO",APASIONADO,15,PORQUE
"DE ANGELIS, ALFREDO",LOS DUOS CON DANTE Y LARROCA,1,PORQUE DOBLAN LAS CAMPANAS
LOS SEÑORES DEL TANGO,MILONGUERO VIEJO,23,PORQUE LA QUISE TANTO
"MORES, MARIANO",GRANDES EXITOS,4,PORQUE LA QUISE TANTO
"DAGOSTINO, ANGEL",TANGO DE LOS ANGELES VOL. 3,19,PORQUE ME SIENTO FELIZ
"PUGLIESE, OSVALDO",SUS EXITOS CON ALBERTO MORAN VOL. 2,18,PORQUE NO HAS VENIDO
DI SARLI CARLOS,DI SARLI-FLORIO-DURAN,2,PORQUE REGRESAS TU
BASSO JOSE,JOSE BASSO.SUS EXITOS CON FLOREAL RUIZ,12,PORQUE SI
GOBBI ALFREDO,VOLUMEN 1,20,PORQUE SOY REO
"REYES, TITO",DURAN -- REYES,17,PORQUE SOY REO
"D ARIENZO, JUAN",B. BELGRANO -- MAS GRANDE QUE NUNCA,14,PORQUE TE SIGO QUERIENDO
DARIENZO JUAN,EU 16009,17,PORQUE TU ME LO PIDES
DARIENZO JUAN,EU 16009,17,PORQUE TU ME LO PIDES
DARIENZO JUAN,EU 16009,17,PORQUE TU ME LO PIDES
"MORES, MARIANO",TEMAS MEMORABLES,19,PORQUE?
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
CHARLO,COL 5012,10,PORTATE BIEN QUE SOS GRANDE
DONATO EDGARDO,SACALE PUNTA,18,PORTEÑA LINDA
DONATO EDGARDO,CORRALES VIEJOS,28,PORTEÑA LINDA
"DI SARLI, CARLOS",TANGUEANDO TE QUIERO,16,PORTEÑA Y NADA MAS
ROSSI CARLOS,HECHO A TANGOS,16,PORTEÑESA REA
CALO MIGUEL,LOS MEJORES INSTRUMENTALES,17,PORTEÑISIMO
"CALO, MIGUEL","CALO, MIGUEL Y VOCES INVITADAS 1966/67",18,PORTEÑISIMO
FILIBERTO JUAN DE DIOS,RESPONSO MALEVO,6,PORTEÑITA
DI SARLI CARLOS,PRIMERA EPOCA,2,PORTEÑO Y BAILARIN
DI SARLI CARLOS,DAN 402,8,PORTEÑO Y BAILARÍN
ORQUESTA GENTE DE TANGO,ORQUESTA SEÑORIAL,12,PORTEÑO Y BAILARIN
HERMANAS BERON,PORTEÑOS Y PROVINCIANOS,16,PORTEÑOS Y PROVINCIANOS
CALO MIGUEL,MIGUEL CALO.DESPUES DE LAS ESTRELLAS,15,PORTERO SUBA Y DIGA
VARELA HECTOR,GRANDES EXITOS,7,PORTERO SUBA Y DIGA
"FRESEDO, OSVALDO",TANGO MILONGUERO,22,POTRERO (POTRERITO)
GOYENECHE ROBERTO,PRIMERAS GRABACIONES,7,PPOR EL CAMINO
CALO MIGUEL,MIGUEL CALO.DESPUES DE LAS ESTRELLAS,9,PRECIO
BASSO JOSÉ,AUT 6001,20,PRECIO
"PEDEVILLA, RICARDO",A BAILARLO (1950 -- 1953),9,PRECIO
ROSSI CARLOS,HECHO A TANGOS,7,PRECIO
GOBBI ALFREDO,VOLUMEN 3,12,PREDESTINADA
GOBBI ALFREDO,VOLUMEN 1,11,PREDESTINADA
"GOBBI, ALFREDO",ALFREDO GOBBI Y SUS CANTORES,11,PREDESTINADA
CANARO FRANCISCO,CANARO-MAIDA,7,PREDESTINADO
CANARO FRANCISCO,MIS AMIGOS DE AYER,12,PREGONERA
"D ARIENZO, JUAN",COLOR CIELO 1944/1947,11,PREGONERA
DARIENZO JUAN,SIN AMOR,4,PREGONERA
"DE ANGELIS, ALFREDO","LOS DUOS DE MARTEL, J.--DANTE, C.",1,PREGONERA
DEMARE LUCIO,VOLUMEN 4,17,PRELUDIO A MI NOCHE TRISTE
ARTISTAS VARIOS,TEMAS CANTADOS,19,PREPARATE PAL DOMINGO
FRESEDO OSVALDO,HOMENAJE II,10,PREPARENSE
PIAZZOLLA ASTOR,SINFONIA DE TANGO,11,PREPARENSE
TROILO ANIBAL,VOLUMEN 9,5,PREPARENSE
"TROILO, ANIBAL",BIEN MILONGA VOL. 01,5,PREPARENSE
CALÓ MIGUEL,COL 5003,1,PRESENTACIÓN
CALÓ MIGUEL-RADIO MINERÍA-CHILE,COL 5003,6,PRESENTACIÓN
FEDERICO DOMINGO,LOS MEJORES INSTRUMENTALES,10,PRESENTACION
PRESENTACIÓN EN JAPONÉS,COL 5020,1,PRESENTACIÓN
PRESENTACIÓN EN JAPONÉS,COL 5020,1,PRESENTACIÓN
PRESENTACIÓN EN JAPONÉS,COL 5020,1,PRESENTACIÓN
OMAR NELLY,TOMAS RADIALES 1,13,PRESENTACION A C/ CATULO CASTILLO
OMAR NELLY,TOMAS RADIALES 1,19,PRESENTACION DE NELLY OMAR
LOCUTOR JAPONÉS,COL 5021,1,PRESENTACIÓN EN JAPONÉS
LOCUTOR JAPONÉS,COL 5021,1,PRESENTACIÓN EN JAPONÉS
LOCUTOR JAPONÉS,COL 5021,1,PRESENTACIÓN EN JAPONÉS
DEMARIA CARLOS,BRINDIS DE TANGP,2,PRESUMIDO
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
CHARLO,COL 5012,2,PRETENCIOSA
"VARELA, HECTOR",NOCHES DE CABARET,11,PRIENDA
GARELLO RAUL,VOLUMEN II,17,PRIMAVERA PORTEÑA
LAS ROSITAS,ESTACIONES,3,PRIMAVERA PORTEÑA
FRANCINI-PONTIER,VOLUMEN 2,11,PRIMER BESO
"PETRUCELLI, LUIS","PETRUCELLI, LUIS (1928/1931)",14,PRIMERA LAGRIMA
ROTUNDO FRANCISCO,RADIALES INEDITAS,6,PRIMERO EL
CALO MIGUEL,MIGUEL CALO.DESPUES DE LAS ESTRELLAS,16,PRIMERO YO
CALO MIGUEL,ESTIRPE DE TANGO,4,PRIMERO YO
FRANCINI-PONTIER,VOLUMEN 4,6,PRINCESA DEL FANGO
CORSINI IGNACIO,EL TROVADOR,16,PRINCESITA AZUL
"TROILO, ANIBAL",VOLUMEN 6,13,PRINCIPE
"TANTURI, RICARDO",UNA EMOCIÓN,11,PRISIONERO
TANTURI RICARDO,UNA EMOCION,21,PRISIONERO
"DE ANGELIS, ALFREDO",TANGOS SENTIMENTALES,4,PROHIBIDO
CHARLO,UNA VOZ INOLVIDABLE,12,PROHIBIDO
DE ANGELIS ALFREDO,AUT 6002,12,PROHIBIDO
FRANCINI-PONTIER,BATC 89226,16,PROHIBIDO
FRANCINI-PONTIER,VOLUMEN 5,16,PROHIBIDO
CANARO JUAN,AHI VA EL DULCE,3,PROMESA GAUCHA
"CANARO, FRANCISCO",VALSES Y RANCHERAS,16,PROMESAS DE AMOR
DARIENZO JUAN,YO ME PRESENTO AQUI,17,PROMETEDORA
DARIENZO JUAN,MILONGUEANDO...,21,PROMETEDORA
QUINTETO PIRINCHO,DAN 403,20,PROMETEDORA
CANARO FRANCISCO,LA MILONGA DE BUENOS AIRES,16,PRONTO REGRESO
PUGLIESE OSVALDO,VIVO TEATRO COLON,15,PROTOCOLEANDO
MEDINA ROBERTO,COL 5007,20,PUCHERITO DE GALLINA
CALO MIGUEL,MIGUEL CALO.SUS EXITOS CON ROBERTO ARRIETA,7,PUDO SER UNA VIDA
DI SARLI CARLOS,PRIMERA EPOCA,24,PUEBLERA
"DI SARLI, CARLOS",COLECC. 78 RPM 1940 - 1947,20,PUEBLERA
BIAGI RODOLFO,PICANTE,21,PUEBLITO DE PROVINCIA
"DE ANGELIS, ALFREDO","EXITOS CON GODOY, FLORIO Y MARTEL",13,PUEDE SER QUE NO TE RIAS
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
DEL RIO ALFREDO,COL 5013,17,PUENTE ALSINA
LAURENZ PEDRO,VOLUMEN 4,6,PUENTE ALSINA
MAURÉ HÉCTOR,COL 5010,17,PUENTE ALSINA
FIRPO ROBERTO,DE VUELTA AL PAGO,13,PUENTE VIEJO
SERVIDIO JOSE,A BAILAR,5,PUENTECITO
CASAL JORGE,LA ULTIMA CITA,4,PUENTECITO DE MI RIO
"SASSONE, FLORINDO","SASSONE, FLORINDO 78 RPM 1947/1956",4,PUENTECITO DE MI RIO
MAGLIO JUAN,SE VA LA LANCHA,2,PUENTECITO DE PLATA
"RODRIGUEZ, ENRIQUE",SUS PRIMEROS SUCESOS,9,PUES QUIEN LO TIENE?
"RODRIGUEZ, ENRIQUE",TEMAS INOLVIDABLES,6,PUÑAL SEVILLANO
CALO JUAN BANDONEON Y GUITARRAS,ESTIRPE DE TANGO,20,PUNTO BRAVO
CANARO FRANCISCO,BAR EXPOSICION,1,PUNTO BRAVO
CANARO FRANCISCO,RAYERO,13,PUNTO BRAVO
PUGLIESE OSVALDO,AIETA-MARTINEZ,16,PUNTO Y COMA
LOMUTO FRANCISCO,QUEJIDOS DE TANGO,13,PURA BULLA
BIAGI RODOLFO,TANGO Y MILONGA,6,PURA CLASE
BIAGI RODOLFO,PURA CLASE,13,PURA CLASE
DE ANGELIS ALFREDO,ACORDES PORTEÑOS,1,PURA MAÑA
DE ANGELIS ALFREDO,PARA USTEDES...,1,PURA MAÑA
CANARO FRANCISCO,BAR EXPOSICION,14,PURA MILONGA
CANARO FRANCISCO,RAYERO,18,PURA MILONGA
CANARO JUAN,ESTIRPE DE TANGO,14,PURA MILONGA
CANARO RAFAEL,VIEJO GAUCHO,20,PURA MILONGA
"CANARO, FRANCISCO",INVIERNO 1937,11,PURA MILONGA
ORQUESTA TIPICA VICTOR,ACORDATE,5,PURA PIERNA
VICTOR DE PAZ,AIETA-MARTINEZ,20,PURA UVA
DEMARIA CARLOS,BRINDIS DE TANGO,5,PURO APRONTE
GOBBI ALFREDO,VOLUMEN 1,13,PURO APRONTE
VARELA HECTOR,MATINEE DE TANGO,9,PURO APRONTE
LOMUTO HECTOR Y SU JAZZ,ESTIRPE DE TANGO,15,PURPURA VIVA
MAMONE PASCUAL OCTETO,CONURBANO SUR,12,PURRETE CORAJE
LOMUTO FRANCISCO,PERFUME DE MUJER,6,PURRETE DE MI AMOR
"LOMUTO, FRANCISCO",PERFUME DE MUJER,6,PURRETE DE MI AMOR
DARIENZO JUAN,AQUELLOS TANGOS...,5,QUASI NADA
DARIENZO JUAN,MILONGA DEL 83,16,QUASI NADA
"TANTURI, RICARDO",UNA EMOCION,1,QUE NUNCA ME FALTE
PUGLIESE OSVALDO,VAYAN SALIENDO,4,QUE BIEN TE QUEDA
PUGLIESE OSVALDO,DAN 402,11,QUÉ BIEN TE QUEDA
"TANTURI, RICARDO",UNA EMOCIÓN,9,QUE BIEN TE QUEDA...--COMO HAS CAMBIDO
DE ANGELIS ALFREDO,ACORDES PORTEÑOS,3,QUE BUENA ES
CALO MIGUEL,MIGUEL CALO.SUS EXITOS CON ROBERTO ARRIETA,8,QUE COSAS TIENE LA VIDA
MIRANDA NINA,POR LA VUELTA,11,QUE DIGAN LO QUE QUIERAN
"D ARIENZO, JUAN",B. BELGRANO -- MAS GRANDE QUE NUNCA,20,QUE DIOS NOS COMPRENDA
"DARIENZO, JUAN",META FIERRO--YUNTA BRAVA,13,QUE DIOS TE AYUDE
"DE ANGELIS, ALFREDO",CON SABOR A TANGO,19,QUE DIOS TE PERDONE
ALONSO OSCAR,CHE BANDONEON,1,QUE ES LO QUE SOY
ALONSO OSCAR,COL 5007,9,QUÉ ES LO QUE SOY?
GOBBI ALFREDO,VOLUMEN 3,22,QUE FACIL ES DECIR
"GOBBI, ALFREDO",ALFREDO GOBBI Y SUS CANTORES,14,QUE FACIL ES DECIR
"MONTERO, MIGUEL",SUS MAS GRANDES CREACIONES,8,QUE FALTA QUE ME HACES
CALDARA J.-LESICA R.,TANGO ENTRE AMIGOS,1,QUE FALTA QUE ME HACES
CALO MIGUEL,PONTIER ARMANDO,14,QUE FALTA QUE ME HACES
CALÓ MIGUEL,COL 5003,8,QUÉ FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,18,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,2,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,6,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,18,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,2,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,6,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,18,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,2,QUE FALTA QUE ME HACÉS
CALÓ MIGUEL,COL 5022,6,QUE FALTA QUE ME HACÉS
CALO MIGUEL,ORQUESTA ESTRELLAS,18,QUE FALTA QUE ME HACES
"CALO, MIGUEL","CALO, MIGUEL Y LAS ESTRELLAS",1,QUE FALTA QUE ME HACES
DENIS AIDA,EL TANGO EN LA TV,9,QUE FALTA QUE ME HACES
LEIVA SUSY,ANTES DEL ADIOS,6,QUE FALTA QUE ME HACES
MONTERO MIGUEL,EL TANGO EN LA TV,13,QUE FALTA QUE ME HACES
"PUGLIESE, OSVALDO",EL TANGO EN LA TEVE. Y RADIO,7,QUE FALTA QUE ME HACES
TROILO ANIBAL,VOLUMEN 18,12,QUE FALTA QUE ME HACES
MARINO ALBERTO,VOLUMEN 1,4,QUE HABRA SIDO DE LUCIA
